0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,target
2973.250839423855,8298.617800322058,10227.408616842895,9899.004235971468,8172.0152035082865,7666.261727185058,5731.084945688878,3562.954583817745,5904.698710827675,5827.974813827296,11122.59113513328,8514.426073244582,8322.937892425105,8791.682836170556,10139.673501874015,8045.876336829757,9353.750176873431,9385.89660483922,10204.388863483226,6992.949807877765,7378.380593180111,8578.847982224976,10147.829891381958,8227.50915552443,9178.106395831894,8925.273992730496,11508.237912365765,8912.951311629608,9128.578365046076,9362.05341610064,8392.806390589822,10737.842516095025,9992.638392613397,10939.852278949591,12063.02134688704,9250.680943327601,9458.63297298969,10727.517880645792,10959.553858481524,9846.851254072573,9928.002775768166,10247.39335708056,12988.89309518224,9011.786761712867,7394.991974280229,9034.146685466567,9262.055631681566,9158.276482426334,10925.723040392963,9192.72066199251,9351.14984374158,8016.574997973128,6387.70493052677,7188.4966269967,4510.008076796951,5297.444858418944,7661.982279810256,9049.195737514308,11482.640986699658,7904.055262377456,5415.341239985738,5721.064960605822,5454.107444158671,3736.9276065759695,1
9392.519573947311,3363.99181801909,261.4560040878539,-666.6480215871745,1848.154949278206,8494.31489985013,6813.477791557909,7401.0084931201545,8362.67607033359,2247.6317028372687,82.34403143331136,-178.85320552469113,396.1813394003915,7398.891135426204,4547.095025091708,5236.913488525304,1753.521017898384,359.5427620041548,-9.427536062066462,-220.03810916572075,-36.969291463678324,1087.484993822807,1638.5805428162928,1535.2334045786433,-210.56098657083584,-321.6992361302796,-37.77427529547337,693.4325008189222,-203.22525318238993,-248.27579299531084,43.353758554145244,158.1117282182572,-121.43206377421428,4011.554941515573,2099.5450180945563,1782.9994213430919,5008.375983778587,919.4134397855312,-32.533211112620904,-252.3101179928744,5056.1716074001315,6356.391876104407,1433.1685435246845,21.48013593800746,5496.966998358461,6676.22263390466,1169.0334066614091,-100.48303806366836,6339.605235992201,5639.276018518067,876.4885195298114,-851.6704875239301,4325.856520045997,7377.806646098474,3875.2379405364773,3004.623784630891,7599.764400212279,1638.8871390243548,2.2992177501396505,94.68838583039704,-261.439864156969,6704.154927023039,6529.286921668192,6264.545670712478,1
9476.486270580386,9019.230761818344,13933.354439511764,16848.978927043918,10348.201978754916,8850.877021640617,8742.038947244613,8408.984257934615,7493.416787663762,10981.260790568835,14882.062318193051,15810.234562279578,14741.508168465141,7986.873581334302,12557.025868026049,14503.801614106422,11945.423583485759,13790.319404840087,14891.83714574856,15066.505489866953,14780.545703486176,13004.697953083305,14041.332357244453,14722.931007225607,16247.805142406964,16254.437778815101,15245.45470435798,15216.20515658039,15963.816591175864,16345.408484478097,15861.485883806386,15583.034319780489,16121.16971629949,8867.649632353827,11347.846354346597,13156.268542442784,7695.998335139488,13576.934300555324,15869.343187042115,16152.232029167706,9623.051690550246,6040.2731175519675,12048.963770910188,14961.044663977842,8207.398829106643,6899.878369225119,14494.024263759857,16634.34430163494,7290.666849312813,6046.785447091677,13029.554023221412,16577.251981640737,8668.209145826357,7084.631340766223,8998.160155100293,8849.5216036701,7661.706874747011,8522.716958925776,14235.784754729551,16722.897219982842,11136.510658106152,9414.613090185068,6664.266193965437,6068.47559711609,1
8168.386832342359,10118.915588293587,14661.496026956089,16742.839370355425,11739.84763682377,8467.723610224783,9010.4923961163,8867.841305707463,5766.36713560641,12302.921172878485,15156.350096304224,15572.436453246808,15580.605639161608,6496.932997625152,12074.67800710357,14783.335148044742,12023.7548847077,13869.273081158963,14690.441664122965,14895.629648683274,14692.731899484248,12580.214703504265,13787.120029536756,14567.434424432136,16306.344850404363,16708.251230545517,15768.466535026884,15440.004395765007,16379.742079671838,16418.055814702107,15883.824876498209,15599.608998832637,16094.131384276021,8081.965167997539,12959.369985876374,15798.696987519632,7559.7378922760145,13434.043126597515,16035.365964913799,16311.645596385313,8789.10669386379,6758.9828459212495,13670.525336443241,16900.691596030498,9222.007350151518,6475.395188962301,14720.49106070767,17192.251474487482,5891.352645743731,8156.796648390532,14384.804413801467,16974.621883316126,11101.646025276847,6452.791726394436,9464.597124782214,10085.977484607723,5542.473490287487,11509.313569917089,15149.222839297443,16099.193973239697,14105.852093159736,8593.954799882194,5967.203608102441,6122.549612523386,1
7208.727066733105,4441.685965505204,3593.017294789188,6723.645418414294,5672.881757792879,5250.187081874919,6805.785307874034,6857.688492994172,4399.938187802137,3617.745543335253,2761.3640622788903,3697.3274794668737,3747.3712560936438,2745.607704562161,5064.467108583951,7897.616012170457,875.7272505248346,2563.31818621869,2537.606123003052,3277.885308071639,3128.8947956149195,1090.6109412381677,1239.9265399385833,1697.9999607395528,5535.938858873488,5506.472580034439,5377.690177203504,3309.405881122392,6444.753226462832,14281.098314286355,8372.307922393813,7543.242887053883,9626.15038288962,5016.759819105962,5628.030108866326,3776.3693555275217,4502.776737068711,6079.203875115457,5298.146793110405,14415.261177578213,7166.869563177578,7240.738956243411,6662.241235495815,8541.145477591948,5386.194335086167,6446.05770216384,6087.073047614636,6453.143802851341,6638.2030467579125,7848.721832143433,2016.4602268555832,13332.987777024946,6199.128500880619,5345.486381693101,5629.904296472565,2981.2693979686755,5923.172841180542,4506.806156461023,7395.912936082188,9073.992670341606,10248.565066616675,7053.489414203237,5849.718059165252,5985.2562086144535,1
5897.835143235576,5371.0574826180655,5748.048083627673,8801.351996382406,7710.309260066416,5939.61934622457,6410.415154774151,6909.518955240657,1193.6734649497532,2128.635330560444,3764.385068430814,6559.303919791024,4955.6544309446945,2550.5587656749085,3092.0551649683116,2143.4085043522023,8658.023846175935,10003.190610023525,11370.84082362747,11791.17007109822,10630.196662133358,11062.072950790194,9664.186485476253,8877.573020634825,10294.20840691709,10512.684137719321,10528.754123884652,12814.85697444687,10867.325723267235,7314.143284798846,10269.408310551778,10898.751669850573,7156.236139283321,7734.47546629455,7274.166197435461,10263.94914748045,8374.26922088448,6474.077775104718,6875.8980073424045,10212.535814315823,8957.40433003671,5904.429294720116,8212.22833412033,10787.052179105087,5679.190219043765,4592.0143467187345,7134.195839919451,9117.404322693852,10238.220873080989,9037.865376889577,7397.230552204898,10347.051069992884,7721.419186495607,5158.715914976535,5378.58644710113,4170.613075194058,6463.866841410467,8603.04142756644,6923.242697947685,8736.696236500627,5080.398717803992,5769.279076209047,6802.123272650664,6724.858551238433,1
8683.905115286248,4859.817240668728,14132.268517969826,18513.871132384767,7130.076231816167,8550.520141621246,8952.059209617817,9364.711488139148,2479.7484083899217,7739.328851577603,15732.835944011917,17605.07237889823,12668.021640595223,4563.708742682672,11495.764342572005,13732.13160126697,13142.724471759571,14887.748196457474,15828.69780504148,16086.312349939275,15707.806669809393,14167.25051133206,15799.231789826626,16235.657542394447,16079.200985159987,18135.68713468996,17736.916670211926,16916.916373177468,18433.305187013106,16783.09416232685,16271.966419669166,16381.088067132268,17428.748281748907,9347.788809339088,6346.317777056221,5736.198325243118,5804.7750536930425,14782.940436759474,16391.905822885026,15986.618967149318,9091.704267125524,3108.6520847903153,7670.636316498273,10647.866030081297,3786.8690694232523,4817.351018536949,14507.286505435055,18029.326690772432,5969.580629354284,1713.1299403009862,11769.339460224035,16033.117056796415,5705.821409352972,5341.616093958841,6468.01770891066,6502.962933530362,5550.280285067443,6372.946984713496,14753.929428595475,18002.117612619266,8953.896832997518,6588.654907375166,5081.113621289542,4909.997439936849,1
6856.846995642978,5875.179824685079,3337.817183102683,2719.3205311515867,6056.480598556864,5738.558655707193,7067.172913781558,7881.635046770588,5194.261632846258,6361.158338636972,2556.626581835549,3301.8077390436097,2479.963327087903,3009.895386892631,3656.6267882802804,2888.636279152139,4956.628997338814,5793.482143348383,4490.580223187668,5229.258994514125,3977.6067134400596,4731.906087060441,3739.9609112546955,5359.034786169528,4822.6557119990175,4230.664397738852,4426.321609415789,3359.075108292378,4187.253693319205,4268.774246143635,4727.865006109212,4601.710756374711,2876.340784872041,1845.2290956475413,3547.631936185573,4000.8623085440177,4862.678061853428,4674.698261079255,3031.0754857485636,4186.601623389111,5018.335699829731,3737.3099290153223,5343.173648394017,5032.044114675557,4165.8286681953705,5339.480912769694,3935.0081806145645,3561.8037528263562,7294.923516489577,6799.832140906669,4655.9178808902025,4814.037756990984,3621.363127286083,6147.114247129198,5175.166068309786,5593.59145927857,7530.433997755902,5911.906608411444,6433.052474921628,4389.527478555055,5480.495948009691,7584.4170765981635,7132.2206847953175,7006.020486151262,1
7949.297904768553,8245.895467241571,10316.00342570778,7847.019632770798,6180.2356208924575,7112.8331892088345,7150.583887292605,7155.594143145422,4663.191762066831,8730.654933485426,11144.683044297535,8201.066464893778,7256.454471466817,5279.079092515387,7848.278719564638,3207.293299604038,3578.046572507854,11246.52694903688,9196.174803745074,9746.997364100029,12873.610556357979,7001.114229179849,8569.461693717269,4043.3776408332824,9309.960559429648,11592.86315680731,10251.133595222404,9641.26891799627,12728.259136075234,10766.95268176102,10043.470680678347,10669.389889310803,10025.208965452792,12831.760991513569,10886.047265649007,10623.798483605206,12286.19241567624,10614.454914931222,9350.023438427079,10201.644362959574,10864.465036586626,13968.932577805987,6628.8949345890005,7462.225440570825,12032.524192078636,7813.3686472204045,8242.032717277942,6723.321290595151,7860.895252818125,8915.921707483834,4384.223493519279,7702.419555914756,9219.070554289308,7364.62593742662,7709.081098299184,7170.121270872451,7920.510506422661,6563.257504185086,6272.224653835923,7706.678788290557,6960.767502930377,7277.982246164401,9073.43120582793,10040.197686098654,1
11456.198310281074,12443.075717879397,9981.377963161125,6806.843504007794,8829.63846552029,7805.623722016523,4591.839551902317,4366.513365019825,10295.512212755302,10575.303273431073,7616.642521721939,9687.926599026527,11119.943429102592,8869.115450616295,6134.794196967778,4579.698256735722,4295.082377604742,4616.941810664992,8963.983105081219,7815.6130537488425,10473.106118072043,9780.037387375713,8799.417096616495,6698.188047429498,8523.808068010821,7375.874420671694,6578.251608962606,9151.304822123331,8870.11141550487,5330.5003268950195,6882.662052931433,10676.274589061431,6358.564167482203,5945.584406169524,6109.00954087648,10438.56864617745,11690.47274587287,5807.86178992018,8202.688249430312,9235.865543113396,5347.79101181238,5655.38368882393,6995.691865679178,7672.314474021638,6188.168002346467,7537.003532873068,4090.568281042558,6006.069676643384,5709.4955386926895,9028.849548881211,9729.079601321982,9373.841922113375,5258.9416933287,6364.023028994927,7414.344131918165,7922.413213064572,9081.459290112267,8639.69366827784,8624.671581015738,7514.108637629828,7856.506247024781,6790.385795377336,7516.826309407093,6098.941954654262,1
